SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
2/2/18,72 Days,431 W Oak Avenue,North Wildwood,Duplex,179333,"$349,900 ","$335,000 "
2/2/18,462 Days,341 E Pine Avenue,Wildwood,Condo,173912,"$249,900 ","$240,000 "
2/2/18,644 Days,324 E 24th Avenue,North Wildwood,Condo,175524,"$419,900 ","$409,900 "
2/2/18,139 Days,221 E Pine Avenue,Wildwood,Condo,178415,"$249,000 ","$235,000 "
2/2/18,55 Days,415 E 23rd Avenue,North Wildwood,Condo,179509,"$439,900 ","$430,000 "
1/31/18,120 Days,120 E Leaming Avenue,Wildwood,Four-Plex,178638,"$309,900 ","$295,000 "
1/31/18,353 Days,225 E Burk,Wildwood,Condo,174615,"$319,000 ","$319,000 "
1/31/18,227 Days,420 W ROBERTS #D Avenue,Wildwood,Condo,176864,"$174,900 ","$165,000 "
1/31/18,219 Days,2301 Atlantic Avenue,North Wildwood,Condo,176962,"$73,000 ","$65,000 "
1/31/18,160 Days,5301 Ocean Avenue,Wildwood,Condo,177849,"$299,000 ","$299,000 "
1/31/18,127 Days,235 E Spicer Avenue,Wildwood,Condo,178469,"$239,900 ","$229,000 "
1/30/18,146 Days,327 E 5th Avenue,North Wildwood,Single Family,178115,"$459,900 ","$430,000 "
1/30/18,152 Days,1800 Ocean Avenue,North Wildwood,Condo,177969,"$139,900 ","$136,500 "
1/26/18,682 Days,59 Anglesea Dr.,North Wildwood,Townhouse,169067,"$159,999 ","$157,500 "
1/26/18,284 Days,419 W Roberts Avenue,Wildwood,Condo,175786,"$215,000 ","$205,000 "
1/26/18,143 Days,502 E 10th Avenue,North Wildwood,Condo,178100,"$465,000 ","$455,000 "
1/26/18,65 Days,409 E 10th Avenue,North Wildwood,Condo,179329,"$314,900 ","$310,000 "
1/25/18,57 Days,413 W Leaming Avenue,Wildwood,Condo,179423,"$265,000 ","$257,500 "
1/22/18,313 Days,211 J Avenue,West Wildwood,Duplex,175191,"$295,000 ","$285,000 "
1/22/18,73 Days,644 W Pine Avenue,North Wildwood,Condo,179169,"$169,000 ","$163,000 "
1/20/18,111 Days,310 E 23rd Avenue,North Wildwood,Single Family,178626,"$549,900 ","$525,000 "
1/19/18,143 Days,108 W 10th Avenue,North Wildwood,Single Family,177907,"$697,400 ","$697,000 "
1/19/18,79 Days,228 W Walnut Avenue,North Wildwood,Single Family,179048,"$320,000 ","$320,000 "
1/19/18,427 Days,201 E DAVIS Avenue,Wildwood,Condo,173423,"$172,900 ","$168,000 "
1/19/18,341 Days,227 E Burk,Wildwood,Condo,174610,"$309,000 ","$302,500 "
1/19/18,166 Days,118 E Chestnut Avenue,North Wildwood,Townhouse,177617,"$419,900 ","$397,500 "
1/19/18,109 Days,441 W Montgomery Avenue,Wildwood,Condo,178604,"$259,000 ","$257,250 "
1/19/18,38 Days,1000 Kennedy Drive,North Wildwood,Condo,179530,"$165,000 ","$152,500 "
1/18/18,88 Days,326 E 23rd Avenue Unit C,North Wildwood,Townhouse,178901,"$424,900 ","$400,000 "
1/18/18,42 Days,4707 Mediterranean Avenue,Wildwood,Condo,179504,"$188,900 ","$195,000 "
1/12/18,308 Days,311 E 25th Avenue,North Wildwood,Condo,175121,"$389,000 ","$367,000 "
1/12/18,74 Days,1900 Surf Avenue,North Wildwood,Condo,179037,"$157,900 ","$155,000 "
1/12/18,53 Days,206 E 25th Avenue,North Wildwood,Condo,179301,"$233,900 ","$225,000 "
1/11/18,94 Days,1804 Surf Avenue,North Wildwood,Condo,178736,"$334,900 ","$325,000 "
1/10/18,202 Days,5301 Ocean Avenue,Wildwood,Condo,176917,"$319,000 ","$279,000 "
1/5/18,135 Days,533 W Andrews Avenue,Wildwood,Single Family,177884,"$239,900 ","$225,000 "
1/5/18,99 Days,128 W 16th,North Wildwood,Vacant Lot,178531,"$389,000 ","$385,000 "
1/4/18,143 Days,3407 Park Boulevard,Wildwood,Condo,177680,"$259,500 ","$259,500 "
1/3/18,125 Days,"220 W 25th Avenue, #4",North Wildwood,Townhouse,177965,"$159,000 ","$149,500 "
1/2/18,522 Days,436 W Oak Avenue,Wildwood,Single Family,171548,"$329,900 ","$315,000 "
1/2/18,86 Days,207 E Hand Avenue,Wildwood,Single Family,178726,"$299,900 ","$285,000 "
12/29/17,160 Days,126 E 2nd Avenue,North Wildwood,Single Family,177370,"$349,999 ","$300,000 "
12/29/17,140 Days,4409 New Jersey Avenue,Wildwood,Single Family,177656,"$125,000 ","$120,000 "
12/29/17,199 Days,324 E 14th Avenue,North Wildwood,Duplex,176774,"$355,000 ","$335,000 "
12/29/17,265 Days,231 E Andrews Avenue,Wildwood,Condo,175621,"$231,000 ","$225,000 "
12/29/17,134 Days,225 E Montgomery Avenue,Wildwood,Condo,177737,"$274,900 ","$265,000 "
12/29/17,134 Days,440 E 24th Avenue,North Wildwood,Condo,177765,"$219,900 ","$212,000 "
12/29/17,119 Days,"500 Kennedy Drive, unit 621-623",North Wildwood,Condo,178003,"$234,900 ","$210,000 "
12/28/17,103 Days,508 W Oak Avenue,North Wildwood,Single Family,178299,"$224,900 ","$237,000 "
12/28/17,52 Days,400 E 11th Avenue,North Wildwood,Condo,179130,"$414,900 ","$410,000 "
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
12/28/17,38 Days,407 W Leaming Avenue,Wildwood,Condo,179344,"$255,000 ","$255,000 "
12/22/17,58 Days,232 W Poplar Avenue,Wildwood,Single Family,178952,"$149,900 ","$135,000 "
12/22/17,86 Days,138 W Rio Grande Avenue,Wildwood,Duplex,178479,"$129,000 ","$100,000 "
12/22/17,595 Days,225 E Wildwood Avenue,Wildwood,Condo,170132,"$48,000 ","$43,500 "
12/22/17,102 Days,2202 Seaboard Circle,North Wildwood,Condo,178166,"$345,000 ","$346,500 "
12/22/17,91 Days,107 E 17th #301 Avenue,North Wildwood,Condo,178373,"$299,800 ","$290,000 "
12/22/17,61 Days,129 W Spicer,Wildwood,Condo,178958,"$205,000 ","$195,000 "
12/20/17,265 Days,500 Kennedy Drive,North Wildwood,Condo,175448,"$129,900 ","$120,000 "
12/19/17,277 Days,317 E Hand Avenue,Wildwood,Condo,175262,"$289,900 ","$270,000 "
12/18/17,53 Days,700 W Pine Avenue,West Wildwood,Single Family,179001,"$81,900 ","$110,000 "
12/18/17,95 Days,5201 Ocean Avenue,Wildwood,Condo,178249,"$199,900 ","$193,000 "
12/18/17,38 Days,112 E Poplar Avenue,Wildwood,Condo,179202,"$239,000 ","$230,000 "
12/15/17,270 Days,405 E 7th Avenue,North Wildwood,Four-Plex,175270,"$699,900 ","$650,000 "
12/15/17,188 Days,222 E Rio Grande Avenue,Wildwood,Apartment,176722,"$224,900 ","$190,000 "
12/15/17,675 Days,416 W Bennett Avenue,Wildwood,Condo,168402,"$195,000 ","$188,000 "
12/15/17,220 Days,1100 Kennedy Drive,North Wildwood,Condo,176201,"$189,900 ","$185,000 "
12/15/17,196 Days,306 E 19Th Ave Avenue,North Wildwood,Condo,176691,"$385,000 ","$365,000 "
12/15/17,100 Days,202 W 21 Avenue,North Wildwood,Condo,178078,"$147,500 ","$147,500 "
12/15/17,89 Days,421 E 4th Avenue Unit D,North Wildwood,Condo,178279,"$479,900 ","$457,000 "
12/15/17,70 Days,225 E Wildwood Avenue,Wildwood,Condo,178684,"$72,000 ","$68,000 "
12/14/17,419 Days,121 E Andrews Avenue,Wildwood,Other,173073,"$214,900 ","$185,000 "
12/14/17,153 Days,701 Ocean Avenue,North Wildwood,Condo,177245,"$124,900 ","$113,000 "
12/13/17,218 Days,22 Taylor Avenue,North Wildwood,Townhouse,176177,"$549,900 ","$544,000 "
12/12/17,467 Days,"428 E 20th Avenue, Unit 102",North Wildwood,Condo,172066,"$189,000 ","$183,000 "
12/12/17,71 Days,428 E 24Th Avenue,North Wildwood,Townhouse,178616,"$449,900 ","$440,000 "
12/10/17,149 Days,231 E TAYLOR #201 Avenue,Wildwood,Condo,177311,"$289,000 ","$285,000 "
12/8/17,98 Days,1800 Central Avenue,North Wildwood,Single Family,177966,"$410,000 ","$400,000 "
12/8/17,80 Days,232 W Maple,Wildwood,Duplex,178310,"$249,000 ","$220,000 "
12/8/17,473 Days,240 E Davis Avenue,Wildwood,Condo,171941,"$209,000 ","$200,000 "
12/8/17,272 Days,409 E 24th Avenue,North Wildwood,Townhouse,175182,"$574,900 ","$555,000 "
12/8/17,153 Days,408 W Bennett Avenue,Wildwood,Condo,177149,"$194,900 ","$190,000 "
12/8/17,150 Days,230 E Glenwood Avenue,Wildwood,Condo,177194,"$227,000 ","$222,000 "
12/8/17,142 Days,109 E Spencer Avenue,Wildwood,Townhouse,177321,"$359,000 ","$341,000 "
12/8/17,98 Days,500 Kennedy Drive,North Wildwood,Condo,178010,"$139,999 ","$130,000 "
12/7/17,217 Days,741 W Maple Avenue,West Wildwood,Single Family,176127,"$168,900 ","$164,500 "
12/7/17,53 Days,218 E Hildreth Avenue,Wildwood,Four-Plex,178819,"$439,900 ","$405,000 "
12/7/17,30 Days,2402 NEW YORK Avenue,North Wildwood,Duplex,179152,"$94,900 ","$94,900 "
12/7/17,198 Days,317 E 24th Avenue,North Wildwood,Townhouse,176421,"$310,000 ","$295,000 "
12/6/17,272 Days,442 E 21st Avenue,North Wildwood,Condo,175110,"$184,500 ","$175,000 "
12/6/17,56 Days,3110 Atlantic Avenue,Wildwood,Condo,178783,"$99,700 ","$97,500 "
12/6/17,50 Days,600 Kennedy Drive,North Wildwood,Condo,178829,"$189,900 ","$189,900 "
12/4/17,74 Days,138 W Chestnut Avenue,North Wildwood,Single Family,178385,"$375,000 ","$365,000 "
12/4/17,40 Days,417-419 E 3rd Avenue,North Wildwood,Condo,178943,"$359,900 ","$355,000 "
12/1/17,528 Days,207 W Juniper Avenue,Wildwood,Single Family,170973,"$69,900 ","$59,500 "
12/1/17,287 Days,312 E 4th Avenue,North Wildwood,Single Family,174884,"$779,000 ","$779,000 "
12/1/17,106 Days,247 W Poplar,Wildwood,Single Family,177726,"$195,000 ","$180,000 "
12/1/17,52 Days,422 W Mulberry Avenue,North Wildwood,Single Family,178738,"$224,900 ","$220,000 "
12/1/17,309 Days,328 E 10th Avenue,North Wildwood,Condo,174284,"$399,900 ","$385,000 "
12/1/17,232 Days,404 W Burk Avenue,Wildwood,Condo,175699,"$219,900 ","$216,000 "
12/1/17,230 Days,762 Allen Drive,North Wildwood,Townhouse,175781,"$359,900 ","$333,000 "
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
12/1/17,182 Days,1100 New Jersey Ave,North Wildwood,Condo,176618,"$139,900 ","$133,000 "
12/1/17,130 Days,2601 Atlantic Avenue,Wildwood,Condo,177634,"$129,000 ","$127,500 "
12/1/17,113 Days,335 E 18 Avenue,North Wildwood,Condo,177638,"$339,900 ","$325,000 "
12/1/17,91 Days,2510 Atlantic Avenue,North Wildwood,Condo,177998,"$126,900 ","$119,500 "
11/30/17,163 Days,1 D Avenue,West Wildwood,Single Family,176879,"$159,000 ","$145,000 "
11/30/17,171 Days,5201 Ocean Avenue,Wildwood,Condo,176746,"$259,000 ","$235,000 "
11/30/17,85 Days,1306 Seaboard Circle,North Wildwood,Condo,178160,"$725,000 ","$700,000 "
11/29/17,57 Days,4203 Pacific Avenue,Wildwood,Other,178689,"$83,160 ","$80,200 "
11/29/17,65 Days,620 W Pine Avenue,North Wildwood,Townhouse,178496,"$117,900 ","$124,000 "
11/28/17,67 Days,206 Neptune Avenue,West Wildwood,Single Family,178366,"$219,000 ","$205,000 "
11/27/17,38 Days,2100 Atlantic Avenue,North Wildwood,Four-Plex,178883,"$199,900 ","$210,000 "
11/22/17,114 Days,9 bay Avenue,West Wildwood,Single Family,177486,"$795,777 ","$740,000 "
11/22/17,125 Days,100 Seabreeze Court,North Wildwood,Townhouse,177332,"$282,500 ","$268,000 "
11/22/17,77 Days,429 E 24th Avenue,North Wildwood,Condo,178132,"$364,900 ","$355,000 "
11/22/17,70 Days,201 Surf Avenue,North Wildwood,Condo,178231,"$379,000 ","$350,000 "
11/22/17,36 Days,411 E 10th Street,North Wildwood,Townhouse,178825,"$349,900 ","$336,250 "
11/21/17,218 Days,330 W 18th Avenue,North Wildwood,Single Family,175794,"$994,500 ","$850,000 "
11/21/17,369 Days,5001 Atlantic Avenue,Wildwood,Condo,173421,"$150,000 ","$145,000 "
11/21/17,173 Days,129 W Spicer Avenue,Wildwood,Condo,176665,"$202,900 ","$182,000 "
11/20/17,127 Days,165 W Hand Avenue,Wildwood,Duplex,177388,"$159,900 ","$159,900 "
11/20/17,95 Days,208 E 25th Avenue,North Wildwood,Condo,177731,"$240,000 ","$220,000 "
11/20/17,76 Days,4311 MEDITERRANEAN Avenue,Wildwood,Condo,178076,"$148,000 ","$154,500 "
11/17/17,291 Days,205 W 26th St.,North Wildwood,Single Family,174359,"$329,900 ","$315,000 "
11/17/17,560 Days,106 E 18TH Avenue,North Wildwood,Residential Vacant Lot,170154,"$255,900 ","$243,000 "
11/17/17,561 Days,106 E 18th Avenue,North Wildwood,Four-Plex,170151,"$255,900 ","$243,000 "
11/17/17,387 Days,4901 Susquehanna Avenue,Wildwood,Condo,173096,"$239,900 ","$237,500 "
11/17/17,240 Days,206 E Magnolia Avenue,Wildwood,Condo,175324,"$234,500 ","$230,000 "
11/17/17,205 Days,421 W Cedar Avenue Unit E,Wildwood,Condo,175935,"$219,500 ","$210,000 "
11/17/17,154 Days,326 W Roberts Avenue,Wildwood,Condo,176823,"$218,900 ","$215,000 "
11/17/17,146 Days,118 E Pine Avenue,Wildwood,Condo,176945,"$239,900 ","$220,000 "
11/17/17,133 Days,5210 Atlantic Avenue,Wildwood,Condo,177131,"$244,400 ","$233,000 "
11/17/17,84 Days,701 Ocean Avenue,North Wildwood,Condo,177853,"$69,900 ","$60,000 "
11/17/17,83 Days,208 E 25th #103 Avenue,North Wildwood,Condo,177902,"$225,900 ","$217,500 "
11/17/17,48 Days,1400 Surf Avenue,North Wildwood,Condo,178571,"$119,000 ","$117,000 "
11/16/17,153 Days,221 E Maple Avenue,Wildwood,Condo,176844,"$234,900 ","$230,000 "
11/16/17,43 Days,306 E Pine,Wildwood,Condo,178677,"$329,900 ","$319,000 "
11/15/17,137 Days,116 E Lincoln,Wildwood,Commercial/Industrial,177046,"$149,900 ","$135,000 "
11/15/17,512 Days,429 E 8th Avenue,North Wildwood,Other,170954,"$525,000 ","$485,000 "
11/15/17,523 Days,5301 Ocean Avenue,Wildwood,Condo,170758,"$379,000 ","$357,500 "
11/15/17,308 Days,512 W 18th Avenue,North Wildwood,Townhouse,174056,"$1,199,000 ","$1,150,000 "
11/15/17,215 Days,221 E Pine Avenue,Wildwood,Condo,175745,"$229,900 ","$215,000 "
11/15/17,75 Days,5201 Lake Road,Wildwood,Condo,177974,"$172,500 ","$173,000 "
11/15/17,70 Days,431 E 19th #345 Avenue,North Wildwood,Condo,178202,"$95,000 ","$91,000 "
11/14/17,149 Days,442 E 21st Avenue,North Wildwood,Condo,176876,"$127,500 ","$123,000 "
11/14/17,145 Days,440 E 21st Avenue,North Wildwood,Condo,176960,"$476,900 ","$445,000 "
11/14/17,83 Days,2301 Atlantic Avenue,North Wildwood,Condo,177817,"$59,900 ","$59,900 "
11/14/17,83 Days,125 E Hand Avenue,Wildwood,Condo,177881,"$234,900 ","$225,000 "
11/13/17,103 Days,2111 Atlantic Avenue,North Wildwood,Single Family,177511,"$585,000 ","$555,000 "
11/13/17,277 Days,762 W Pine Avenue,North Wildwood,Condo,174535,"$210,000 ","$200,000 "
11/13/17,115 Days,2510 Atlantic Avenue,North Wildwood,Condo,177382,"$134,900 ","$125,000 "
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
11/10/17,664 Days,216 W maple Avenue,Wildwood,Single Family,167989,"$99,900 ","$77,500 "
11/10/17,162 Days,5307 Arctic Avenue,Wildwood,Single Family,176569,"$179,000 ","$181,000 "
11/10/17,214 Days,4105 HUDSON Avenue,Wildwood,Condo,175658,"$179,900 ","$174,900 "
11/10/17,69 Days,202 W 21 Avenue,North Wildwood,Condo,178017,"$159,900 ","$147,500 "
11/10/17,49 Days,1800 New Jersey Avenue,North Wildwood,Condo,178369,"$329,900 ","$329,900 "
11/8/17,257 Days,2 N New York Avenue,North Wildwood,Townhouse,174850,"$599,000 ","$599,000 "
11/6/17,678 Days,3800 Boardwalk,Wildwood,Commercial/Industrial,167675,"$2,495,000 ","$2,000,000 "
11/3/17,1073 Days,120 E 2nd Avenue,North Wildwood,Single Family,161250,"$325,000 ","$295,000 "
11/3/17,528 Days,533 W Pine Avenue,West Wildwood,Single Family,170433,"$99,900 ","$79,000 "
11/3/17,92 Days,133 W Spicer Avenue,Wildwood,Single Family,177553,"$259,900 ","$249,900 "
11/3/17,184 Days,107 Delaware Avenue,North Wildwood,Vacant Lot,176092,"$249,000 ","$240,000 "
11/3/17,46 Days,3801 New Jersey Avenue,Wildwood,Commercial/Industrial,178311,"$79,900 ","$60,575 "
11/3/17,93 Days,504 E 17th Avenue,North Wildwood,Condo,177532,"$159,000 ","$150,000 "
11/3/17,44 Days,8 Weeks Avenue,North Wildwood,Townhouse,178343,"$649,000 ","$625,000 "
11/3/17,39 Days,1900 Surf Avenue,North Wildwood,Condo,178494,"$143,500 ","$140,000 "
11/2/17,384 Days,110 E 4th Avenue,North Wildwood,Single Family,172906,"$644,000 ","$644,000 "
11/2/17,51 Days,328 E 18th Avenue,North Wildwood,Condo,178190,"$359,900 ","$352,000 "
10/31/17,76 Days,1900 Central Avenue,North Wildwood,Single Family,177713,"$424,900 ","$412,500 "
10/31/17,120 Days,236B ALLEN,North Wildwood,Condo,177080,"$84,900 ","$84,900 "
10/31/17,97 Days,303 E Marina Court,North Wildwood,Condo,177418,"$275,000 ","$269,000 "
10/30/17,63 Days,209 W 12th Avenue,North Wildwood,Condo,177901,"$249,900 ","$235,000 "
10/27/17,455 Days,434 W Oak Avenue,Wildwood,Single Family,171547,"$319,900 ","$335,000 "
10/27/17,44 Days,330 W Walnut Ave,North Wildwood,Single Family,178216,"$324,900 ","$295,000 "
10/27/17,45 Days,132 W Spencer Avenue,Wildwood,Single Family,178228,"$62,950 ","$61,600 "
10/27/17,150 Days,3711 Park Boulevard,Wildwood,Vacant Lot,176527,"$49,900 ","$37,500 "
10/27/17,563 Days,507 E 9th Avenue,North Wildwood,Condo,169658,"$189,750 ","$190,750 "
10/27/17,316 Days,417 E 19th Avenue #210,North Wildwood,Condo,173732,"$150,000 ","$142,000 "
10/27/17,240 Days,15 Bay Avenue,West Wildwood,Condo,174961,"$159,900 ","$157,000 "
10/27/17,150 Days,4306 Seaboard Circle,North Wildwood,Condo,176526,"$525,000 ","$495,000 "
10/27/17,69 Days,223 E Taylor Avenue,Wildwood,Condo,177794,"$289,900 ","$280,000 "
10/27/17,68 Days,424 E 20th Avenue,North Wildwood,Condo,177804,"$425,000 ","$420,000 "
10/27/17,57 Days,326 E 3rd Avenue,North Wildwood,Condo,177972,"$549,900 ","$559,900 "
10/27/17,52 Days,"300 E Leaming Avenue, Unit D",Wildwood,Condo,178041,"$319,900 ","$305,000 "
10/27/17,50 Days,301 E Marina Drive,North Wildwood,Condo,178083,"$275,000 ","$276,000 "
10/27/17,137 Days,315 E 26th Street,North Wildwood,Condo,178156,"$244,351 ","$210,000 "
10/27/17,34 Days,711 Ocean Avenue,North Wildwood,Condo,178451,"$154,900 ","$150,000 "
10/27/17,18 Days,231-231 W 1st Avenue,North Wildwood,Condo,178970,"$238,000 ","$238,000 "
10/26/17,55 Days,219 W 24th Avenue,North Wildwood,Single Family,177991,"$294,000 ","$279,000 "
10/24/17,118 Days,406 W Maple Avenue,Wildwood,Duplex,177041,"$42,500 ","$52,000 "
10/23/17,252 Days,227 W Magnolia Avenue,Wildwood,Single Family,174729,"$209,000 ","$165,000 "
10/20/17,92 Days,229 E 10th Avenue,North Wildwood,Single Family,177362,"$399,000 ","$360,000 "
10/20/17,403 Days,4106 Seaboard Circle,North Wildwood,Condo,172300,"$419,000 ","$400,000 "
10/20/17,284 Days,2401 Seaboard Circle,North Wildwood,Condo,174021,"$690,000 ","$637,500 "
10/20/17,115 Days,300 Anglesea Drive,North Wildwood,Condo,177017,"$349,900 ","$342,500 "
10/19/17,153 Days,211 W 19th Avenue,North Wildwood,Single Family,176360,"$399,999 ","$379,000 "
10/17/17,188 Days,5200 Atlantic Avenue,Wildwood,Single Family,175698,"$390,000 ","$390,000 "
10/17/17,40 Days,500 Kennedy Drive,North Wildwood,Condo,178079,"$124,500 ","$118,000 "
10/16/17,58 Days,408 W 16th Avenue,North Wildwood,Single Family,177808,"$449,000 ","$425,000 "
10/16/17,83 Days,116 W Youngs Avenue,Wildwood,Duplex,177414,"$122,400 ","$122,400 "
10/16/17,131 Days,421 E 21st Avenue,North Wildwood,Condo,176678,"$439,000 ","$411,000 "
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
10/16/17,127 Days,510 E 14th Street,North Wildwood,Condo,176772,"$158,400 ","$154,000 "
10/13/17,123 Days,430 W Burk Avenue,Wildwood,Single Family,176755,"$379,900 ","$377,500 "
10/13/17,93 Days,220 W 16th Avenue,North Wildwood,Single Family,177207,"$289,000 ","$269,950 "
10/13/17,127 Days,500 Kennedy Blvd,North Wildwood,Condo,176731,"$124,900 ","$105,000 "
10/13/17,123 Days,301 E 24th Avenue,North Wildwood,Townhouse,176752,"$399,900 ","$385,000 "
10/13/17,56 Days,"503 Central Avenue, #3",North Wildwood,Condo,177755,"$219,900 ","$195,000 "
10/13/17,37 Days,203 E GLENWOOD Avenue,Wildwood,Condo,178116,"$239,000 ","$225,000 "
10/12/17,276 Days,232B ALLEN Drive,North Wildwood,Condo,174027,"$97,500 ","$90,000 "
10/12/17,173 Days,1800 Ocean Avenue,North Wildwood,Condo,175867,"$219,900 ","$218,500 "
10/12/17,48 Days,224 E Bennett Avenue,Wildwood,Condo,177860,"$295,000 ","$306,000 "
10/11/17,79 Days,210 Ocean Avenue,North Wildwood,Motel,178937,"$1,695,000 ","$1,500,000 "
10/6/17,97 Days,535 W Montgomery Avenue,Wildwood,Single Family,177050,"$164,900 ","$135,000 "
10/6/17,54 Days,306 W 19th Avenue,North Wildwood,Twin,177681,"$222,500 ","$218,000 "
10/6/17,88 Days,4308 Susquehanna Avenue,Wildwood,Duplex,177244,"$214,900 ","$205,000 "
10/6/17,227 Days,230 W 17th Avenue,North Wildwood,Condo,174823,"$163,000 ","$153,000 "
10/6/17,98 Days,100 W Marina,North Wildwood,Condo,177024,"$199,900 ","$189,000 "
10/6/17,74 Days,508 W Montgomery Avenue,Wildwood,Townhouse,177406,"$499,900 ","$464,000 "
10/5/17,87 Days,148 E Burk Avenue,Wildwood,Other,177172,"$264,900 ","$230,000 "
10/5/17,116 Days,110 E 10th Avenue,North Wildwood,Condo,176782,"$199,900 ","$186,500 "
10/4/17,66 Days,510 W Pine Avenue,North Wildwood,Single Family,177472,"$359,777 ","$355,000 "
10/4/17,55 Days,507 W Glenwood Avenue,West Wildwood,Single Family,177623,"$79,900 ","$72,000 "
10/3/17,125 Days,520 W Poplar Avenue,West Wildwood,Single Family,176535,"$159,000 ","$120,000 "
9/30/17,73 Days,224 ROBERTS Avenue,Wildwood,Single Family,177315,"$90,000 ","$145,554 "
9/29/17,284 Days,328 W Tacony,Wildwood,Single Family,173761,"$425,000 ","$330,000 "
9/29/17,256 Days,337 NW 18th Avenue,North Wildwood,Single Family,174124,"$479,000 ","$479,000 "
9/29/17,91 Days,111 W 14th Avenue,North Wildwood,Single Family,177035,"$249,000 ","$227,500 "
9/29/17,69 Days,117 W 20th Street,North Wildwood,Single Family,177395,"$295,000 ","$301,000 "
9/29/17,304 Days,410 W Burk Avenue,Wildwood,Condo,173523,"$210,000 ","$205,000 "
9/29/17,170 Days,200 W Pine,North Wildwood,Townhouse,175787,"$679,900 ","$625,000 "
9/29/17,102 Days,5201 Ocean Avenue,Wildwood,Condo,176881,"$249,000 ","$232,000 "
9/29/17,84 Days,424 E 24th Avenue,North Wildwood,Condo,177141,"$359,900 ","$352,500 "
9/28/17,77 Days,405 W Pine Avenue,Wildwood,Condo,177228,"$125,000 ","$120,000 "
9/27/17,86 Days,120 E Youngs,Wildwood,Condo,177121,"$146,000 ","$142,000 "
9/27/17,54 Days,644 W Pine Avenue,North Wildwood,Condo,177563,"$174,900 ","$170,000 "
9/26/17,168 Days,122 W 12 Avenue,North Wildwood,Single Family,175673,"$250,000 ","$240,000 "
9/26/17,168 Days,122 W 12 Avenue,North Wildwood,Duplex,175672,"$250,000 ","$240,000 "
9/25/17,115 Days,125 E 17th Avenue,North Wildwood,Single Family,176607,"$229,900 ","$175,000 "
9/25/17,115 Days,125 E 17th Avenue,North Wildwood,Other,176608,"$229,000 ","$175,000 "
9/25/17,235 Days,1800 Atlantic Avenue,North Wildwood,Condo,174433,"$69,777 ","$67,500 "
9/22/17,39 Days,621 W Pine Avenue,North Wildwood,Twin,177672,"$389,900 ","$380,000 "
9/22/17,56 Days,115 E 19th Avenue,North Wildwood,Duplex,177468,"$299,900 ","$282,000 "
9/22/17,392 Days,117 E Poplar Avenue,Wildwood,Condo,171993,"$229,900 ","$225,000 "
9/22/17,251 Days,114 E Leaming Avenue,Wildwood,Townhouse,174119,"$179,900 ","$179,900 "
9/22/17,202 Days,108 E Burk Avenue,Wildwood,Condo,175105,"$250,000 ","$250,000 "
9/22/17,118 Days,505 E 4th Street,North Wildwood,Condo,176507,"$119,900 ","$111,000 "
9/22/17,93 Days,600 Kennedy Drive,North Wildwood,Condo,176893,"$195,000 ","$189,000 "
9/21/17,505 Days,411 E 21st Avenue,North Wildwood,Condo,170091,"$149,500 ","$130,000 "
9/21/17,52 Days,135 E baker,Wildwood,Condo,177477,"$210,000 ","$199,000 "
9/20/17,100 Days,4705 Pacific Avenue,Wildwood,Office/Professional,176738,"$149,900 ","$142,500 "
9/20/17,127 Days,400 Kennedy Drive,North Wildwood,Condo,176298,"$629,900 ","$585,000 "
SOLD DATE,DAYS ON MARKET,ADDRESS,CITY,STYLE,MLS,ASKING PRICE,SOLD PRICE
9/19/17,406 Days,147 E Roberts,Wildwood,Four-Plex,171736,"$215,000 ","$182,000 "
9/19/17,231 Days,639 W Spruce,North Wildwood,Townhouse,174381,"$389,000 ","$360,000 "
9/19/17,82 Days,"135 W Spencer Avenue, Unit #1",Wildwood,Condo,177007,"$199,000 ","$187,000 "
9/18/17,182 Days,420 W Cherry Avenue,North Wildwood,Single Family,175320,"$629,900 ","$570,000 "
9/18/17,117 Days,3401 Park Boulevard,Wildwood,Townhouse,176470,"$290,500 ","$276,500 "
9/18/17,28 Days,1800 Ocean Avenue,North Wildwood,Condo,177782,"$169,000 ","$160,000 "
9/15/17,177 Days,525 W Pine Avenue,West Wildwood,Single Family,175323,"$317,500 ","$308,770 "
9/15/17,155 Days,739 W Glenwood Avenue,West Wildwood,Single Family,175751,"$265,000 ","$242,000 "
9/15/17,333 Days,1010 New York Avenue,North Wildwood,Duplex,172950,"$279,900 ","$270,000 "
9/15/17,245 Days,2302 New York Avenue,North Wildwood,Duplex,174110,"$218,700 ","$150,000 "
9/15/17,185 Days,108 E 2nd Avenue,North Wildwood,Duplex,175175,"$380,000 ","$350,000 "
9/15/17,29 Days,1711 Surf Avenue,North Wildwood,Duplex,177733,"$499,900 ","$492,000 "
9/15/17,36 Days,206 W 11th Avenue,North Wildwood,Duplex,177800,"$450,000 ","$422,000 "
